"Drug Name","Dosage Form","USP Apparatus","Speed (RPMs)","Medium","Volume (mL)","Recommended Sampling Times (minutes)","Date Updated"
"Methylnaltrexone Bromide","Tablet","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Methylphenidate","Tablet (Extended Release) ","","","Develop a dissolution method","","","01/03/2024"
"Methylphenidate","Tablet (Extended Release, Orally Disintegrating )","II (Paddle)","75","Acid Stage: 0.1 N HCl; Buffer Stage: Phosphate Buffer, pH 6.8","Acid Stage: 900 mL; Buffer Stage: 1000 mL","Acid Stage: 15, 30, 60, 120 minutes; Buffer Stage: 1, 2, 3, 4, 6 and 8 hours","11/16/2017"
"Methylphenidate","Capsule (Extended Release)","","","Develop a dissolution method","","","09/15/2023"
"Methylphenidate","Transdermal Patch","VI (Cylinder)","50","0.01 N HCl at 32ºC ","900","0.5, 1.5, 3, 4 hours and until at least 80% released","04/15/2008"
"Methylphenidate (BX)","Capsule (Extended Release)","I (Basket)","75","0-2 hrs:0.01 N HCl.  2-10 hrs: Phosphate Buffer, pH 6.8.","0-2 hrs: 500.  2-10 hrs:500","0.5, 1, 3, 6, 8 and 10 hours","07/25/2007"
"Methylphenidate HCl","Tablet (Chewable) ","","","Develop a dissolution method","","","09/15/2023"
"Methylphenidate HCl","Tablet (Extended Release, Chewable) ","II (Paddle)","75","0.4M KH2PO4 solution (degas)","900","0.25, 0.5, 1, 2, 3, 4, 6, 8 hours","03/17/2016"
"Methylphenidate HCl","Tablet","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Methylphenidate HCl","Powder for Suspension (Extended Release)  ","II (Paddle) ","75","0.4 M Phosphate Buffer, pH 4.5","900","0.25, 0.5, 1, 2, 3, 4, 6 and 8 hours","06/02/2016"
"Methylphenidate HCl","Capsule (Extended Release) ","I (Basket)  ","100","Acid Stage:(First 2 hours)  0.01 N HCl; Buffer Stage (2-10 hours): Phosphate Buffer, pH 6.0 ","Acid: 500 mL; Buffer: 500 mL ","0.5, 1, 2, 4, 6, and 10 hours ","10/20/2016"
"Methylphenidate HCl (25 mg, 35 mg, 45 mg, 55 mg, 70 mg and 85 mg)","Capsule (Extended Release) ","II (Paddle) with sinker","75","Acid Stage:(0-6 hours)  Simulated Gastric Fluid [SGF, pH 1.2] without enzyme; Buffer Stage (after six hours in acid stage): Phosphate Buffer, pH 7.4 ","","Acid Stage: 0.5, 1, 2, 4, 6 hours; Buffer Stage: 1, 2, 4, 6, 8 and 10 hours","04/02/2020"
"Methylprednisolone","Tablet","","","Develop a dissolution method","","","01/03/2024"
"Methylprednisolone Acetate","Injectable Suspension ","IV (Flow-Through Cell-Open system)","","0.55 % SDS","","15, 30, 45, 60, 90 and 120","10/08/2009"
"Methyltestosterone","Capsule","","","Develop a dissolution method","","","01/03/2024"
"Methyltestosterone","Tablet","","","Develop a dissolution method","","","09/15/2023"
"Metoclopramide HCl","Tablet","","","Develop a dissolution method","","","01/03/2024"
"Metoclopramide HCl","Tablet (Orally Disintegrating)","","","Develop a dissolution method","","","09/15/2023"
"Metolazone","Tablet","","","Refer to USP","","","04/02/2020"
"Metoprolol Succinate","Tablet (Extended Release)","","","Refer to USP","","","07/25/2007"
"Metoprolol Tartrate","Tablet","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Metronidazole","Capsule","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Metronidazole","Tablet","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Metyrosine","Capsule","","","Refer to USP","","","02/15/2018"
"Mexiletine HCl","Capsule","","","Refer to FDA's Dissolution Guidance, 2018","","","04/22/2021"
"Miconazole","Tablet (Buccal)","I (Basket)","60","0.5% SDS (Sodium dodecylsulfate) in water-pH adjusted to 6.5 ± 0.5","1000","1, 2, 4, 6, 8, 10 and 12 hours","10/28/2010"
"Miconazole Nitrate","Suppository (Vaginal)","I (Basket)","100","0.45% SLS in water","900","15, 30, 45 and 60","10/08/2009"
"Midodrine HCl","Tablet","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Midostaurin","Capsule","","","Develop a dissolution method","","","09/15/2023"
"Mifepristone","Tablet","II (Paddle)","75","0.01 N HCl","900","5, 10, 15, 20 and 30","01/14/2008"
"Mifepristone [300 mg]","Tablet ","II (Paddle) ","50","pH 1.8 KCl Buffer","900","10, 15, 20, 30 and 45","03/17/2016"
"Migalastat Hydrochloride","Capsule","","","Refer to FDA's Dissolution Guidance, 2018","","","06/23/2025"
"Miglitol","Tablet ","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Miglustat","Capsule","I (Basket)","100","0.1 N HCl","1000","10, 20, 30 and 45 ","01/03/2007"
"Milnacipran HCl","Tablet","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Miltefosine","Capsule ","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Minocycline HCl","Capsule","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Minocycline HCl","Tablet","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Minocycline HCl","Capsule (Extended Release) ","I (Basket- 10 mesh)","100","0.1 N HCl","900","0.25, 0.5, 1.0, 1.5, 2, 3 and 4 hours","06/02/2016"
"Minocycline HCl","Capsule","","","Develop a dissolution method","","","01/03/2024"
"Minocycline HCl","ER Tablets","I (Basket)","100","0.1 N HCl","900","1, 2, 4, 6 hours and until 80% of drug released","01/14/2008"
"Minocycline HCl (135 mg and 105 mg)","Tablet (Extended Release)","I (Basket)","100","pH 2.1 Buffer (Degassed)","900","15, 30, 45, 60, 90, 120, 180 and 210","11/02/2017"
"Minoxidil","Tablet","","","Refer to USP","","","04/15/2008"
"Mirabegron","Tablet (Extended Release) ","I (Basket) ","100","Phosphate Buffer, pH 6.8 ","900","1, 3, 5, 7, 8.5, 10 and 12  hours","05/09/2013"
"Mirabegron","Granules, for Oral Suspension  (Extended Release)","II (Paddle)","100","Stage 1:  USP Phosphate Buffer (0.036 mol), pH 6.8  (0-4 hours); Stage 2:  Phosphate Buffer pH 6.8 (0.108 mol), (after 4 hours)","Stage 1: 500; Stage 2: 1000","0.25, 0.5, 1, 2, 4, 6, 8 and 10 hours","05/12/2022"
"Mirtazapine","Tablet","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Mirtazapine","Tablet (Orally Disintegrating (ODT))","II (Paddle)","50","0.1 N HCl","900","5, 10, 15, 20 and 30","03/04/2006"
"Misoprostol","Tablet","","","Develop a dissolution method","","","09/15/2023"
"Mitapivat Sulfate","Tablet","II (Paddle)","70","100 mM sodium phosphate, pH 6.8, with 0.05% w/w sodium dodecyl sulfate (SLS)","900","5, 10, 15, 20 and 30","03/30/2023"
"Mitotane","Tablet","","","Develop a dissolution method","","","01/03/2024"
"Mobocertibib Succinate","Capsule","II (Paddle)","50","0.05 M potassium chloride in 0.085 N hydrochloric acid, pH 1.2","500","10, 15, 20, 30, 45 and 60","10/06/2023"
"Modafinil","Tablet","II (Paddle)","50","0.1 N HCl","900","10, 20, 30, 45 and 60","02/10/2004"
"Moexipril HCl","Tablet","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Molindone HCl","Tablet","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Momelotinib","Tablet","II (Paddle)","75","22 mM Sodium Acetate Buffer, pH 4.5 w/1.3% SDS","900","10, 15, 20, 30 and 45","02/24/2025"
"Monomethyl Fumarate","Capsule (Delayed Release)","II (Paddle) Stationary Basket over the Paddle","100","Acid Stage: 0.1 N HCl; Buffer Stage:  Phosphate buffer, pH 6.8","","Acid Stage: 120; Buffer Stage: 15, 30, 45, 60, 90, 120 and 150","08/27/2020"
"Montelukast","Granule","","","Develop a dissolution method","","","09/15/2023"
"Montelukast Sodium","Tablet (Chewable)","","","Develop a dissolution method","","","09/15/2023"
"Montelukast Sodium","Tablet","","","Develop a dissolution method","","","09/15/2023"
"Morphine Sulfate","Capsule (Extended Release)","","","Refer to USP","","","08/11/2008"
"Morphine Sulfate","Tablet","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Morphine Sulfate","Tablet (Extended Release)  ","I (Basket)  ","100","Simulated Gastric Fluid [SGF] without enzyme","900","0.25, 0.5, 1, 1.5, 2, 4, 6 and 8 hours","10/20/2016"
"Morphine Sulfate/Naltrexone HCl","Capsule (Extended Release) ","II (Paddle)","50","Acid stage: 0.1 N HCl; Buffer stage: 0.05 Phosphate Buffer, pH 7.5  ","Acid stage: 500; Buffer stage: 500 ","Morphine Sulfate: Acid stage: 1 hour; Buffer stage: 1, 3, 5, 8 and 10 hours. Naltrexone HCl: Acid stage: 1 hour; Buffer stage: 1, 12, 24, 48, 73 and 96 hours.  ","01/26/2012"
"Moxifloxacin","Tablet","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Mycophenolate Mofetil","Suspension","II (Paddle)","40","0.1 N HCl","900","5, 10, 20 and 30","02/10/2004"
"Mycophenolate Mofetil","Capsule","II (Paddle)","40","0.1 N HCl","900","5, 10, 20 and 30","02/10/2004"
"Mycophenolate Mofetil","Tablet","II (Paddle)","50","0.1 N HCl","900","5, 10, 15 and 30","02/10/2004"
"Mycophenolic acid","Tablet (Delayed Release)","II (Paddle)","50","Acid Stage: 0.1 N HCl; Buffer Stage: Buffer Solution, pH 6.8 (After initial 120 mins., 250 mL of 0.2 M sodium phosphate solution is added to acid stage medium. The pH of the mixture is adjusted to 6.8 using 0.2 M sodium phosphate, 2 N sodium hydroxide, or concentrated HCl acid solution if necessary.)","750 (Acid), 1000 (Buffer)","120 (Acid), 10, 20, 30, 45 and 60 (Buffer)","12/19/2008"
"Nabilone","Capsule","II (Paddle)","50","0.1% Tween 80 solution","1000","15, 30, 45 and 60","07/14/2008"
"Nabumetone","Tablet","","","Develop a dissolution method","","","01/03/2024"
"Nadolol","Tablet","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Naldemedine","Tablet","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Naloxegol Oxalate","Tablet","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Naltrexone","Injectable Suspension ","","","Phosphate buffered saline with 0.02% Tween 20 and 0.02% Sodium azide, pH 7.4 (final osmolality should be 270 ± 20 mOsm), or any other appropriate medium, at 37°C. Develop an in vitro release method using USP IV (Flow-Through Cell), and, if applicable, Apparatus II (Paddle) or any other appropriate method, for comparative evaluation by the Agency","","","09/01/2011"
"Naltrexone HCl","Tablet","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Naltrexone HCl / Oxycodone HCl","Capsule (Extended Release) ","","","Develop a dissolution method","","","12/22/2016"
"Naltrexone HCl/Bupropion HCl","Tablet (Extended Release)","","","Develop a dissolution method","","","09/15/2023"
"Naproxen","Suspension","","","Develop a dissolution method","","","11/16/2017"
"Naproxen","Tablet (Delayed Release) ","","","Refer to USP","","","12/15/2009"
"Naproxen","Tablet","","","Refer to USP","","","07/25/2007"
"Naproxen Sodium","Capsule","II (Paddle)","75","Sodium Phosphate Buffer, pH 7.4 ± 0.05","900","10, 15, 20, 30 and 45","05/28/2015"
"Naproxen Sodium","Tablet (Extended Release) ","II (Paddle)","50","Phosphate Buffer, pH 7.5","900","0.5, 1, 2, 3, 4, 6, 8, 10, 12 and 14 hours","04/08/2010"
"Naproxen Sodium","Tablet","","","Refer to USP","","","10/04/2012"
"Naproxen Sodium/Diphenhydramine  HCl","Tablet","II (Paddle)","75","0.1M Sodium Phosphate buffer, pH 7.4 (deaerated)","900","5, 10, 15, 20 and 30","06/25/2015"
"Naproxen Sodium/Diphenhydramine HCl","Tablet","II (Paddle)","75","0.1M Sodium Phosphate Buffer, pH 7.4","900","5, 10, 15, 20, 30 and 45","05/28/2015"
"Naproxen Sodium/Sumatriptan Succinate","Tablet","I (Basket)","75","Phosphate Buffer, pH 6.8","900","10, 15, 20, 30 and 45","07/01/2010"
"Naproxen/Esomeprazole Magnesium","Tablet (Delayed Release) ","II (Paddle) with sinkers","Naproxen::50 rpm Esomeprazole::75 rpm","Naproxen:: Acid Stage: 0.1M HCl; Buffer Stage: 0.05M Phosphate buffer, pH 6.8. Sampling for Acid stage: Transfer the un-dissolved tablet & sinker to the vessel containing the buffer stage medium. Add, 10 mL of 10 M NaOH to each vessel of the remaining acid stage medium. Continue rotation at 100 rpm for 30 minutes, withdraw aliquot and analyze.  Esomeprazole (second set of tablets)(without pre-exposure to acid stage):: 0.05M Phosphate buffer, pH 7.4","Naproxen::Acid Stage: 1000; Buffer Stage: 1000; Esomeprazole::900","Naproxen:: Acid stage: 120; Buffer stage: 10, 20, 30, 45, 60, 75 and 90;  Esomeprazole::10, 20, 30, 45, 60, 75 and 90","06/06/2013"
"Naratriptan HCl","Tablet","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Nateglinide","Tablet","II (Paddle)","50","0.01 N HCl with 0.5% (w/v) SLS","1000","10, 20, 30 and 45 ","01/03/2007"
"Nebivolol HCl","Tablet","II (Paddle)","50","0.01 N HCl","900","10, 20, 30 and 45","01/15/2010"
"Nebivolol/Valsartan","Tablet","I (Basket)  ","100","67 mM Phosphate Buffer pH 6.8 with 0.5% SDS","900","5, 10, 15, 20 and 30","10/20/2016"
"Nefazodone HCl","Tablet","II (Paddle)","50","0.1 N HCl","900","10, 20, 30, 45 and 60","01/03/2007"
"Nelfinavir Mesylate","Tablet","II (Paddle)","50","0.1 N HCl","900","5, 10, 15, 20, 30, 45, 60 and 90","01/03/2007"
"Nelfinavir Mesylate","Powder for Suspension","II (Paddle)","50","0.1 N HCl","900","5, 10, 15, 20, 30, and 45","09/13/2007"
"Neomycin Sulfate","Tablet","II (Paddle)","50","0.05 M Phosphate Buffer, pH 6.8","900","15, 30, 45 and 60","01/14/2008"
"Nepafenac","Ophthalmic Suspension","","","Develop a method to characterize in vitro release","","","08/14/2014"
"Netupitant/Palonosetron HCl","Capsule","II (Paddle)","Netupitant:100;  Palonosetron: 75","Netupitant: 0.07M Phosphate buffer pH 6.8 containing 1% sodium SDS ; Palonosetron: 0.01 N HCl","Netupitant: 900; Palonosetron: 500","Netupitant: 10, 20, 30, 45, 60  and 75; Palonosetron: 5, 10, 15, 20, 30 and 45","09/03/2015"
"Nevirapine","Tablet (Extended Release)","I (Basket)","75","0.04 M Sodium phosphate buffer pH 6.8 containing 2% sodium lauryl sulfate","900","1, 2, 3, 4, 5, 6, 8, 10, 12, 16 and 20 hours ","01/31/2013"
"Nevirapine","Suspension","II (Paddle)","25","0.1 N HCl","900","10, 20, 30, 45 and 60","02/11/2004"
"Nevirapine","Tablet","","","Refer to USP","","","09/13/2007"
"Niacin","Tablet (Extended Release)","","","Develop a dissolution method","","","09/15/2023"
"Niacin/Simvastatin","Tablet (Extended Release) ","Simvastain: I (10 mesh rotating Basket)","100","Niacin: Develop a dissolution method; Simvastatin: 0.5 % SDS in 0.01 M Sodium Phosphate, pH 7.0","900","Simvastatin: 10, 20, 30, 45 and 60","09/15/2023"
"Nicardipine HCl","Capsule","II (Paddle)","50","0.033 M Citric Acid Buffer, pH 4.5","900","10, 20, 30 and 45","02/11/2004"
"Nicardipine HCl","Capsule (Extended Release)","II (Paddle)","50","0.1 N HCl","1000","0.5 , 2 and 6 hours","07/14/2008"
"Nicotine","Film, Transdermal (Extended Release)  ","","","Develop a dissolution method","","","01/03/2024"
"Nicotine Polacrilex","Chewing Gum","Chewing Machine as desribed in European Pharmacopoeia (2.9.25)","60 cycles (chews) per minute","Phosphate Buffer, pH 7.4 or or any other appropriate buffer and conditions","20","5, 10, 20 and 30","01/05/2012"
"Nicotine Polacrilex","Lozenge","I (Basket)","100","Phosphate Buffer, pH 7.4","900","0.5, 1, 2, 3, 6 and 8 hours","12/23/2010"
"Nicotine Polacrilex","Lozenge (Mini)","III (Reciprocating Cylinder)","20 dpm","Phosphate buffer pH 7.4","250","15, 30, 45, 60 and 90","03/09/2017"
"Nifedipine","Capsule","","","Refer to USP","","","03/03/2011"
"Nifedipine","Tablet (Extended Release)","","","Develop a dissolution method","","","01/03/2024"
"Nifurtimox","Tablet","II (Paddle)","100","Acetate buffer pH 4.5 with 1% sodium dodecyl sulfate (SDS) for 30 mg strength and 1.5 % SDS for 120 mg strength","900","15, 30, 45, 60, 90 and 120","02/09/2023"
"Nifurtimox","Tablet","II (Paddle)","100","Acetate Buffer, pH 4.5 with 1.0 % Sodium Dodecyl Sulfate (SDS) (for 30 mg strength) and 1.5 % SDS (for 120 mg strength)","900","10, 20, 30, 60 and 75","07/07/2022"
"Nilotinib HCl","Capsule","I (Basket)","100","0.1 N HCl","1000","10, 15, 20, 30 and 45","02/05/2024"
"Nilotinib Hydrochloride Monohydrate","Capsule","I (Basket)","100","0.1 N HCl","1000","10, 15, 30 and 45","10/30/2009"
"Nilutamide","Tablet","","","Develop a dissolution method ","","","05/20/2009"
"Nimodipine","Capsule","","","Develop a dissolution method","","","09/15/2023"
"Nintedanib Esylate","Capsule","II (Paddle) with sinker","100","0.1 N HCl","900","10, 15, 20, 30, 45 and 60","09/03/2015"
"Niraparib","Capsule","II (Paddle) with sinker","50","Tier 1: 0.08M Sodium Acetate Buffer, pH 4.0; Tier 2: 0.08M Sodium Acetate Buffer, pH 4.0 containing pepsin (750,000 units/L)","900","10, 15, 20, 30, 45 and 60","11/02/2017"
"Niraparib Tosylate","Tablet","II (Paddle)","60","0.1 M Citrate buffer, pH 4.6","900","5, 10, 15, 20, 25, 30 and 45","02/05/2024"
"Nirmatrelvir (NIR); Ritonavir (RIT)","Tablet (copackage)","II (Paddle)","75","NIR: 0.05 M Sodium Phosphate, pH 6.8 with 0.2% Sodium Dodecyl Sulfate; RIT: Refer to USP","900","15, 20, 30, 45 and 60","08/05/2024"
"Nisoldipine","Tablet (Extended Release)","II (Paddle) with option to use a sinker","50","HCl with SLS (32.5 ± 0.1 g Sodium Lauryl Sulfate in 6489 mL of purified water containing 17.0 mL HCl, pH adjusted  to 1.20 ± 0.05 with HCl)","900","1, 4, 8, 12, 15, 18 and 24 hours","04/02/2009"
"Nitazoxanide","Tablet","II (Paddle)","75","Phosphate buffer at pH 7.5 with 6% hexadecyltrimethyl ammonium bromide, bath temperature at 25ºC","900","10, 20, 30, 45, 60","01/03/2007"
"Nitazoxanide","Oral Suspension","II (Paddle","100","Phosphate buffer at pH 7.5 with 6% hexadecyltrimethyl ammonium bromide, bath temperature at 25ºC ","900","10, 20, 30, 45 and 60 ","10/21/2010"
"Nitisinone","Capsule","II (Paddle) with sinker","50","Phosphate Buffer, pH 6.8","1000","5, 10, 15, 20, 30 and 45","11/02/2017"
"Nitisinone","Tablet","II (Paddle)","50","Phosphate Buffer, pH 6.8","2 mg tablets: 500 mL; 5 mg and 10 mg tablets: 900 mL","10, 15, 20, 30, 45, 60, 75 and 90","02/15/2018"
"Nitisinone","Suspension","II (Paddle)","50","pH 1.2 HCl Buffer (degassed)","1000","10, 15, 20, 30 and 45","12/22/2016"
"Nitrofurantoin","Capsule","","","Refer to USP","","","04/02/2009"
"Nitrofurantoin","Suspension","II (Paddle)","50","Phosphate Buffer, pH 7.2","900","15, 30, 60, 120 and 180","04/02/2009"
"Nitroglycerin","Film, Transdermal (Extended Release)","Modified USP Type V (Paddle-over-disk)","100","Deionized Water at 32º C","900","10, 20, 30, 45, 60, 90, 120 and 180","04/08/2010"
"Nitroglycerin","Tablet (Sublingual)","II (Paddle)","50","Phosphate Buffer, pH 6.5","500","1, 3, 5, 8, and 10","01/15/2010"
"Nizatidine","Capsule","","","Develop a dissolution method","","","01/03/2024"
"Norethindrone","Tablet","","","Refer to USP","","","10/08/2009"
"Norethindrone Acetate","Tablet","","","Refer to USP","","","08/27/2009"
"Norgestrel","Tablet","","","Refer to FDA's Dissolution Guidance, 2018","","","06/23/2025"
"Nortriptyline HCl","Capsule","","","Develop a dissolution method","","","01/03/2024"
"Nystatin","Oral Suspension","","","Develop a dissolution method","","","09/15/2023"
"Nystatin","Tablet","","","Develop a dissolution method","","","09/15/2023"
"Obeticholic Acid","Tablet","II (Paddle)","75","0.08% polysorbate 80 in 50mM sodium phosphate dibasic buffer, pH 6.8","900","5, 10, 15, 20, 30 and 45","11/02/2017"
"Octreotide Acetate","Capsule (Delayed Release)","II (Paddle with sinker)","50","Acid stage: 0.1N HCl ; Buffer stage: pH 6.8  buffer","Acid stage: 900; Buffer stage: 900","Acid stage: 120; Buffer stage: 10, 20, 30 45 and 60","04/22/2021"
"Octreotide Injection","Injectable (Extended Release) ","","","Develop a dissolution method using USP IV (Flow-Through Cell), and, if applicable, Apparatus II (Paddle) or any other appropriate method, for comparative evaluation by the Agency ","","","12/23/2010"
"Ofloxacin","Tablet","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
"Olanzapine","Tablet","","","Refer to FDA's Dissolution Guidance, 2018","","","07/02/2020"
